Food_Items,year,Range
o_meat_pork,2008,66.97000000000001
o_meat_pork,2009,68.84
o_meat_pork,2010,54.69999999999999
o_meat_pork,2011,51.400000000000006
o_meat_pork,2012,58.69
o_meat_pork,2013,65.26000000000002
o_meat_pork,2014,79.28999999999999
o_meat_pork,2015,53.72
o_meat_pork,2016,48.81
o_meat_pork,2017,72.44999999999999
o_meat_pork,2018,88.47
o_meat_pork,2019,73.11000000000001
o_meat_pork,2020,174.66
o_meat_pork,2021,220.18
o_meat_pork,2022,184.48999999999998
o_meat_pork,2023,201.16
o_meat_pork,2024,207.47000000000003
o_meat_pork,2025,197.57
o_onions,2007,122.13000000000001
o_onions,2008,143.20999999999998
o_onions,2009,55.849999999999994
o_onions,2010,75.49000000000001
o_onions,2011,46.74
o_onions,2012,58.8
o_onions,2013,62.96999999999999
o_onions,2014,54.709999999999994
o_onions,2015,98.06
o_onions,2016,91.13
o_onions,2017,70.46000000000001
o_onions,2018,108.34
o_onions,2019,73.5
o_onions,2020,199.33
o_onions,2021,180.32
o_onions,2022,270.35
o_onions,2023,456.62
o_onions,2024,209.36
o_onions,2025,163.88
o_potatoes,2007,39.31999999999999
o_potatoes,2008,57.07000000000001
o_potatoes,2009,58.099999999999994
o_potatoes,2010,73.56
o_potatoes,2011,50.93
o_potatoes,2012,56.75999999999999
o_potatoes,2013,55.56
o_potatoes,2014,43.98
o_potatoes,2015,59.02
o_potatoes,2016,80.16
o_potatoes,2017,70.94
o_potatoes,2018,76.58000000000001
o_potatoes,2019,82.39
o_potatoes,2020,99.81
o_potatoes,2021,92.81000000000002
o_potatoes,2022,120.14000000000001
o_potatoes,2023,155.09000000000003
o_potatoes,2024,150.63
o_potatoes,2025,136.16
o_rice,2007,9.39
o_rice,2008,18.94
o_rice,2009,11.93
o_rice,2010,10.04
o_rice,2011,7.640000000000001
o_rice,2012,8.989999999999998
o_rice,2013,11.600000000000001
o_rice,2014,12.3
o_rice,2015,14.010000000000002
o_rice,2016,15.189999999999998
o_rice,2017,13.080000000000002
o_rice,2018,18.89
o_rice,2019,16.089999999999996
o_rice,2020,16.19
o_rice,2021,15.059999999999999
o_rice,2022,14.650000000000006
o_rice,2023,23.18
o_rice,2024,20.78
o_rice,2025,21.419999999999995
o_tomatoes,2007,48.959999999999994
o_tomatoes,2008,63.42999999999999
o_tomatoes,2009,64.55
o_tomatoes,2010,127.89999999999999
o_tomatoes,2011,68.9
o_tomatoes,2012,63.17
o_tomatoes,2013,71.39
o_tomatoes,2014,41.129999999999995
o_tomatoes,2015,64.35
o_tomatoes,2016,79.12
o_tomatoes,2017,73.11
o_tomatoes,2018,93.69
o_tomatoes,2019,77.64
o_tomatoes,2020,139.29
o_tomatoes,2021,125.25999999999999
o_tomatoes,2022,124.44999999999999
o_tomatoes,2023,168.20000000000002
o_tomatoes,2024,178.42000000000002
o_tomatoes,2025,209.91
onions,2007,
onions,2008,153.45999999999998
onions,2009,57.330000000000005
onions,2010,108.0
onions,2011,
onions,2012,53.0
onions,2013,60.79999999999999
onions,2014,48.25000000000001
onions,2015,106.32999999999998
onions,2016,87.25999999999999
onions,2017,99.5
onions,2018,81.04999999999998
onions,2019,73.0
onions,2020,182.54000000000002
onions,2021,161.94
onions,2022,320.75
onions,2023,526.25
onions,2024,181.87
onions,2025,156.25
potatoes,2007,
potatoes,2008,57.230000000000004
potatoes,2009,98.02
potatoes,2010,55.230000000000004
potatoes,2011,
potatoes,2012,59.66
potatoes,2013,49.81
potatoes,2014,46.31
potatoes,2015,82.92
potatoes,2016,74.54
potatoes,2017,67.38
potatoes,2018,75.58
potatoes,2019,55.85
potatoes,2020,103.49000000000001
potatoes,2021,91.03999999999999
potatoes,2022,115.38
potatoes,2023,162.5
potatoes,2024,151.0
potatoes,2025,148.75
rice,2007,7.57
rice,2008,20.0
rice,2009,8.600000000000001
rice,2010,10.330000000000002
rice,2011,8.130000000000003
rice,2012,10.5
rice,2013,11.0
rice,2014,11.479999999999997
rice,2015,14.850000000000001
rice,2016,14.580000000000002
rice,2017,21.529999999999998
rice,2018,18.46
rice,2019,15.690000000000001
rice,2020,16.98
rice,2021,14.82
rice,2022,16.910000000000004
rice,2023,24.72
rice,2024,19.79
rice,2025,21.68
tomatoes,2007,
tomatoes,2008,67.36
tomatoes,2009,65.28999999999999
tomatoes,2010,137.35999999999999
tomatoes,2011,
tomatoes,2012,61.07
tomatoes,2013,68.8
tomatoes,2014,42.27000000000001
tomatoes,2015,112.05
tomatoes,2016,74.15
tomatoes,2017,71.72
tomatoes,2018,87.37
tomatoes,2019,75.25
tomatoes,2020,160.07
tomatoes,2021,147.87
tomatoes,2022,134.52
tomatoes,2023,175.59
tomatoes,2024,190.25
tomatoes,2025,258.75
